x,y,values
0.410803,0.455512,-0.16802
0.018372,0.836561,0.095162
0.759167,0.895308,-0.308457
0.106676,0.663233,0.638495
0.20737,0.529793,0.663903
0.75967,0.97818,1.350663
0.518456,0.036576,3.559471
0.124163,0.513115,4.895773
0.833555,0.160159,1.324293
0.116609,0.046281,0.273159
0.54847,0.281498,20.86062
0.247684,0.934478,-0.892772
0.42472,0.351522,3.697651
0.799451,0.914519,-0.115434
0.744549,0.291356,2.411585
0.049546,0.119844,0.432975
0.915404,0.070512,2.077897
0.420829,0.081682,54.406232
0.417151,0.495827,-1.170366
0.79765,0.373297,3.631351
0.713436,0.671336,-0.539622
0.554253,0.007507,-0.030713
0.238773,0.29012,4.049106
0.914595,0.014893,0.073292
0.14287,0.842542,0.21112
0.972763,0.598428,1.785839
0.854292,0.38436,3.860658
0.986114,0.492241,0.801176
0.158755,0.615137,0.282512
0.84538,0.176425,1.358633
0.348623,0.175158,2.526399
0.582666,0.538445,-0.855257
0.78471,0.902708,-0.14165
0.256153,0.077684,0.978783
0.622782,0.200778,11.14741
0.939483,0.432715,1.65024
0.144762,0.171603,0.309774
0.03241,0.628733,1.128985
0.873259,0.943328,0.649767
0.560449,0.337896,5.323559
0.330724,0.822583,1.016216
0.8813,0.155322,0.548495
0.253758,0.033127,0.504224
0.643275,0.843412,3.475899
0.951675,0.004578,0.126086
0.756786,0.374334,1.160608
0.991104,0.41738,0.560796
0.194385,0.862135,0.524768
0.225162,0.516457,0.134429
0.343389,0.876799,-0.297247
0.27686,0.233829,6.426368
0.818662,0.064637,1.188764
0.954681,0.808103,1.112919
0.41854,0.410437,0.621399
0.067475,0.859358,-0.007516
0.349889,0.740093,1.902645
0.378271,0.045701,5.678172
0.408316,0.182391,7.884752
0.351843,0.244358,3.463969
0.442817,0.621378,-0.857853
0.828855,0.313802,7.422771
0.271504,0.323415,4.042104
0.857588,0.130816,0.463872
0.622721,0.462119,0.303259
0.553185,0.0177,0.70728
0.036423,0.81059,0.244769
0.728847,0.771344,-0.246636
0.610193,0.136675,3.638895
0.082231,0.40528,5.666526
0.530098,0.811688,1.338804
0.021515,0.885344,-0.197892
0.765469,0.66566,-2.069329
0.434333,0.43566,1.33618
0.416861,0.79736,-0.041003
0.411215,0.983749,0.260273
0.157214,0.701198,-0.180227
0.1953,0.363226,3.27586
0.405783,0.425162,-0.167569
0.497551,0.301778,6.036522
0.094835,0.878172,0.7915
0.757214,0.817472,-0.625562
0.659342,0.172366,4.375683
0.762646,0.909606,0.306804
0.714778,0.870466,1.273174
0.232258,0.556435,0.157688
0.38674,0.655497,0.594763
0.086137,0.622568,1.795901
0.41471,0.595712,-1.317307
0.479576,0.76643,-0.875802
0.369604,0.741482,1.695267
0.134417,0.478859,3.411383
0.020783,0.411627,5.140219
0.557183,0.696483,-0.833335
0.155764,0.514214,2.905644
0.3019,0.515251,-0.865968
0.036728,0.246189,2.456775
0.202747,0.272496,4.306309
0.997879,0.294835,2.376517
0.765682,0.031586,0.311733
0.510643,0.247456,12.897119
0.901701,0.117479,0.887968
0.039414,0.04184,-1.222871
0.109545,0.320562,1.914994
0.259358,0.506813,0.014932
0.124254,0.922499,-0.444191
0.914137,0.718593,-1.642196
0.420798,0.213413,10.768764
0.723812,0.679545,-0.386529
0.348486,0.190326,2.062628
0.762142,0.061173,0.642453
0.968429,0.342779,-0.210727
0.224826,0.141756,1.946053
0.365759,0.666819,0.653826
0.719539,0.490288,2.034431
0.847608,0.774304,-3.5015
0.476249,0.240223,5.254746
0.133211,0.152697,-0.481583
0.969772,0.257145,4.321086
0.297414,0.862684,0.913448
0.493812,0.917891,1.156948
0.371679,0.001663,1.972232
0.968811,0.665263,1.510133
0.523354,0.868376,1.235075
0.98584,0.62475,1.258919
0.500618,0.319615,5.525417
0.828489,0.331212,8.663646
0.947829,0.718685,-0.508525
0.120439,0.580606,1.468547
0.738643,0.758846,-0.720132
0.239689,0.476677,0.869015
0.541695,0.714595,-1.096753
0.39144,0.391104,1.052724
0.157168,0.305318,1.011532
0.510216,0.950134,0.786442
0.560433,0.654597,-0.454364
0.574456,0.707179,-0.713364
0.519417,0.666621,0.44708
0.590173,0.828626,0.996076
0.322408,0.643687,-0.543006
0.501457,0.772625,0.326115
0.372488,0.371206,1.386365
0.311162,0.030167,4.127888
0.602716,0.914321,3.504339
0.500755,0.70724,-0.759047
0.875502,0.434897,1.568585
0.855894,0.699123,-3.543261
0.671839,0.821698,3.082969
0.190204,0.517311,1.188249
0.750576,0.060853,0.894735
0.362097,0.634821,-0.790399
0.58819,0.068437,2.434763
0.918273,0.192309,4.839221
0.958206,0.339101,0.098747
0.22443,0.305333,4.204093
0.427726,0.325429,4.345863
0.94612,0.533227,1.495132
0.4757,0.517388,2.426876
0.442771,0.051225,22.009039
0.831693,0.130465,1.23581
0.804227,0.473381,0.832872
0.602777,0.031388,3.393738
0.080583,0.353216,3.746811
0.351278,0.823682,1.564364
0.551415,0.365118,4.567779
0.062669,0.048264,-1.279266
0.847349,0.488457,-0.234657
0.144106,0.460594,1.133502
0.774655,0.60824,-0.327009
0.955276,0.203342,5.264482
0.586389,0.605539,-0.479163
0.301244,0.853605,0.491623
0.248585,0.70547,-0.751755
0.792798,0.516564,0.534175
0.403296,0.682139,1.084218
0.826841,0.184787,2.351599
0.701213,0.142611,3.064461
0.760342,0.390661,1.770018
0.529488,0.001892,0.336596
0.634501,0.729488,-1.477803
0.712551,0.503777,1.504673
0.95819,0.553902,3.021181
0.333318,0.060243,6.608911
0.110719,0.335592,1.915522
0.702312,0.126223,2.02127
0.344778,0.371756,1.600823
0.898207,0.069566,2.115103
0.002411,0.363531,3.569169
0.710445,0.531548,1.937613
0.742428,0.369879,0.651403
0.984726,0.372244,0.12386
0.076753,0.024582,0.005483
0.139437,0.813855,0.571417
0.496834,0.601465,-0.679449
0.756161,0.763592,-1.160035
0.07483,0.138659,-0.980053
0.117708,0.792203,0.521606
0.636484,0.376471,1.75261
0.321416,0.351369,3.407451
0.89247,0.285893,2.224927
0.73872,0.588159,0.087508
0.84567,0.841733,-0.921156
0.193729,0.347173,2.6825
0.946838,0.070207,1.988237
0.604608,0.611429,-0.119374
0.514565,0.532601,0.56717
0.17821,0.930495,-0.370483
0.317586,0.017578,3.397319
0.278752,0.43714,0.374815
0.613626,0.881285,1.640897
0.860624,0.740215,-6.018487
0.78088,0.944366,0.189728
0.468437,0.945357,0.566738
0.610773,0.924437,4.495333
0.467552,0.171359,19.462222
0.140734,0.151522,-0.435808
0.482856,0.185687,17.046679
0.735393,0.493736,1.455081
0.088594,0.450797,6.831216
0.978592,0.719844,0.48806
0.891661,0.524102,1.807268
0.490745,0.701183,-0.379888
0.058747,0.251698,2.626396
0.801419,0.439841,1.327284
0.484245,0.320302,4.779361
0.304891,0.021302,3.23311
0.948241,0.485664,0.77356
0.981262,0.522148,1.595064
0.774746,0.433661,0.994306
0.231403,0.966552,-1.451841
0.510201,0.200351,7.235231
0.536828,0.013214,0.398345
0.044343,0.869429,-0.190513
0.7411,0.411734,0.765626
0.334691,0.598352,-3.543135
0.671366,0.362356,0.644018
0.167269,0.463676,0.941829
0.506325,0.048661,7.636308
0.908431,0.262638,2.008119
0.60914,0.33753,4.738592
0.000259,0.447715,7.797182
0.79733,0.000534,0.320833
0.960571,0.165454,1.987968
0.719585,0.774762,-0.285077
0.305516,0.438422,-0.570159
0.990204,0.341772,0.343791
0.72575,0.924102,1.153613
0.888655,0.034348,1.276271
0.590188,0.860838,1.108477
0.333227,0.131167,10.798823
0.434363,0.260182,5.192722
0.250492,0.876661,0.277071
0.391318,0.798657,0.872987
0.802731,0.053529,0.283627
0.292683,0.330861,4.319858
0.521721,0.900816,2.058185
0.941299,0.184588,5.204778
0.105196,0.047669,0.118539
0.459709,0.928725,0.792792
0.75172,0.619318,-0.325955
0.977783,0.165484,1.779668
0.245258,0.095842,2.317659
0.323476,0.067414,8.037278
0.924804,0.936202,-0.555298
0.845182,0.306767,6.592809
0.049302,0.856626,-0.00505
0.612573,0.366674,2.32129
0.399527,0.661509,1.018065
0.957153,0.749325,0.297474
0.930449,0.527489,0.944344
0.916533,0.877714,0.312218
0.124178,0.157549,-0.414153
0.183749,0.293355,3.153275
0.855314,0.185306,1.786063
0.62089,0.964157,2.325356
0.864378,0.207889,1.867132
0.692699,0.685405,-0.200466
0.86334,0.644434,-0.393912
0.144182,0.901732,0.977284
0.367147,0.768444,2.427365
0.66482,0.969207,3.258378
0.935561,0.656825,0.530428
0.566522,0.410803,2.068933
0.07332,0.847166,0.677868
0.241779,0.417746,3.110539
0.259236,0.64683,-3.255284
0.106645,0.732784,-0.748899
0.225803,0.597742,-0.887742
0.630671,0.094804,3.039974
0.582712,0.161242,6.982651
0.805707,0.212879,4.566456
0.012558,0.791699,-0.403613
0.699596,0.178759,6.143697
0.598291,0.40943,1.262525
0.465339,0.663554,0.555572
0.356405,0.982437,-0.635777
0.131472,0.187457,0.397988
0.974853,0.91577,-0.345223
0.806165,0.144793,2.351224
0.515419,0.922515,1.255686
0.805234,0.566415,0.866389
0.907576,0.043397,1.624708
0.647425,0.99379,0.990835
0.86273,0.834257,-1.460874
0.056428,0.991836,3.182553
0.792569,0.692836,-1.451329
0.687373,0.234638,8.346084
0.772885,0.425391,0.841806
0.355291,0.850111,0.493777
0.974304,0.842893,0.28087
0.01738,0.458778,9.179591
0.01825,0.856809,0.003119
0.923308,0.501869,0.962016
0.236728,0.738308,0.676724
0.639185,0.088289,2.476609
0.918654,0.95729,-1.178603
0.01529,0.396109,4.90426
0.645289,0.715755,-1.826674
0.147829,0.587808,0.979863
0.541115,0.490806,2.316843
0.496712,0.103304,33.364838
0.926299,0.677516,0.311789
0.069184,0.221347,3.073147
0.59443,0.283497,9.559065
0.657389,0.099275,2.444054
0.247517,0.752728,0.815107
0.461326,0.169116,17.818981
0.68925,0.248814,6.727496
0.075441,0.836469,0.719389
0.800626,0.312764,5.731978
0.30811,0.389563,3.599718
0.954223,0.28484,4.051335
0.6215,0.566705,-0.329397
0.202823,0.330205,4.656823
0.584283,0.376883,2.505635
0.681239,0.447105,1.393484
0.942168,0.931518,-0.434606
0.409323,0.757763,1.216719
0.597528,0.823407,1.035426
0.374228,0.77348,1.935037
0.083665,0.996292,1.534944
0.052628,0.046571,-1.2086
0.884871,0.016831,1.370788
0.016358,0.508309,6.671108
0.338766,0.674357,0.460989
0.388312,0.603586,-0.93776
0.880842,0.483757,0.007419
0.405112,0.943206,-0.710998
0.680858,0.28481,3.163943
0.174792,0.036316,0.241169
0.067659,0.387366,4.321685
0.793591,0.42977,1.190816
0.876387,0.689372,-3.335035
0.293217,0.287175,1.910371
0.919219,0.613596,0.868536
0.169253,0.295125,1.845505
0.810712,0.567102,0.976814
0.7823,0.78526,-1.628935
0.775448,0.30013,4.103287
0.956207,0.281498,4.133494
0.587762,0.326345,7.409761
0.233616,0.759609,0.606924
0.738247,0.82623,-0.205763
0.127276,0.346242,2.108288
0.508171,0.684749,0.281484
0.798291,0.024765,-0.039023
0.338476,0.506493,-0.74203
0.658839,0.581476,0.325732
0.17145,0.034501,0.120605
0.908263,0.280217,2.304931
0.969253,0.371298,0.226233
0.141787,0.935607,-0.564594
0.885206,0.461311,0.987982
0.541573,0.631647,0.353599
0.184848,0.415656,1.552734
0.477241,0.120378,61.908972
0.936141,0.231586,6.323803
0.191211,0.86659,1.076745
0.77911,0.587671,0.4641
0.480552,0.995178,0.572753
0.008148,0.93521,2.293376
0.939879,0.844846,-0.339528
0.290425,0.423743,0.434002
0.144244,0.620188,0.31025
0.047288,0.379889,7.46343
0.24271,0.225452,6.477675
0.221347,0.84622,0.705957
0.911162,0.863127,0.421157
0.928603,0.906325,0.403334
0.309316,0.156222,3.447803
0.680201,0.398611,0.692379
0.058381,0.078447,-1.19092
0.098726,0.05919,-0.496192
0.047181,0.009781,-1.038117
0.022812,0.610575,0.706886
0.026307,0.617624,0.982053
0.018601,0.78146,-0.680575
0.360632,0.09958,25.211987
0.573678,0.147189,3.330653
0.074601,0.789334,-0.353653
0.181888,0.517769,1.433005
0.472129,0.884672,0.022462
0.675151,0.187686,7.187836
0.005356,0.090593,0.721815
0.08333,0.100557,-2.502165
0.980682,0.331746,0.526932
0.415686,0.108186,44.622584
0.513558,0.810727,1.297356
0.45922,0.190143,12.129807
0.724361,0.755734,-0.592695
0.014878,0.80032,-0.172177
0.622782,0.614435,0.325287
0.917418,0.665599,0.03731
0.96968,0.532464,1.904856
0.518883,0.242466,13.766089
0.202869,0.017838,0.034452
0.608545,0.79173,0.226249
0.639475,0.999252,0.660541
0.780484,0.902129,-0.078946
0.886427,0.7402,-4.075895
0.216876,0.08452,1.315191
0.662318,0.284611,3.148306
0.389242,0.490547,-1.175718
0.489876,0.896223,0.409532
0.423392,0.789258,0.197528
0.450217,0.921508,0.167569
0.53022,0.020493,1.358482
0.98764,0.017197,1.747387
0.706523,0.664607,-0.49356
0.211109,0.534325,0.421233
0.831739,0.832181,-1.786786
0.774624,0.064439,0.810986
0.540627,0.112154,5.599747
0.566674,0.043793,2.111682
0.803632,0.054673,0.393747
0.641321,0.551537,0.10423
0.449851,0.766232,-0.630265
0.61033,0.368627,2.348022
0.220371,0.776776,0.482981
0.790875,0.525109,0.729257
0.599603,0.127474,3.378753
0.65127,0.06511,1.455773
0.412619,0.52665,-1.250042
0.152316,0.315602,1.37899
0.364874,0.232898,4.267054
0.869871,0.693645,-3.657129
0.231113,0.340871,8.140232
0.868193,0.919432,0.657594
0.512367,0.698177,-0.517799
0.460349,0.241535,5.224918
0.759701,0.664561,-1.644191
0.741314,0.64921,-0.770096
0.006241,0.558145,2.18318
0.456123,0.087785,55.696506
0.051164,0.73814,-0.089535
0.45211,0.288624,2.638666
0.805158,0.555322,1.145925
0.744427,0.573571,0.507197
0.194537,0.592828,0.466636
0.395789,0.72813,1.010787
0.687327,0.175479,5.262116
0.787381,0.457206,1.380175
0.659892,0.92253,4.175246
0.1346,0.637629,0.342173
0.255314,0.893629,-0.359987
0.017624,0.061418,-0.202466
0.794263,0.032212,-0.07817
0.728679,0.384237,0.814124
0.387503,0.687633,0.818065
0.78439,0.831876,-1.751163
0.463279,0.429694,2.370092
0.609491,0.839872,1.449828
0.299504,0.40351,2.106517
0.67248,0.701137,-0.803933
0.083146,0.161212,-0.145916
0.757366,0.040314,0.900327
0.086595,0.924849,1.566211
0.215579,0.394156,6.561947
0.538125,0.21651,9.86613
0.858366,0.347555,6.1508
0.583246,0.138216,3.531462
0.051469,0.372183,5.778926
0.604486,0.000412,0.193741
0.748623,0.554421,0.72072
0.414679,0.333471,3.65863
0.546319,0.645594,-0.205728
0.956603,0.864897,0.023107
0.227787,0.083375,1.191856
0.2336,0.726329,0.421174
0.912383,0.48719,0.770376
0.021256,0.829618,0.447984
0.79762,0.674372,-1.293756
0.99733,0.771756,-1.026545
0.215564,0.689754,-0.762804
0.690181,0.250233,6.592453
0.211215,0.915557,-0.818161
0.564111,0.64332,-0.36742
0.371695,0.802823,0.637576
0.281559,0.248524,4.893384
0.687816,0.337346,1.150171
0.177752,0.762524,0.770673
0.92221,0.041321,1.237935
0.512535,0.236271,12.708977
0.826337,0.629877,-0.013275
0.086641,0.330129,2.000063
0.783841,0.029175,-0.118435
0.081483,0.411444,6.255841
0.571496,0.625299,-0.322676
0.844358,0.411749,3.34524
0.755123,0.267338,5.433582
0.431846,0.415366,1.133741
0.446708,0.942885,0.397846
0.223438,0.69688,-1.017435
0.782864,0.447379,1.444657
0.201541,0.505791,1.08437
0.614878,0.539681,-0.622173
0.52285,0.11841,11.303605
0.898878,0.433585,2.627888
0.730648,0.527687,1.114193
0.627375,0.735729,-1.121863
0.968292,0.871183,-0.119672
0.696742,0.367361,0.574401
0.212467,0.848676,0.612853
0.703777,0.904295,0.985253
0.781781,0.86128,-0.518162
0.127504,0.187335,0.576548
0.311131,0.733776,0.517582
0.388846,0.882246,-0.679769
0.281147,0.994324,-0.901387
0.373556,0.801358,0.693653
0.094499,0.320272,1.879133
0.946899,0.204562,6.39152
0.17171,0.112749,-0.65805
0.515862,0.437522,3.621516
0.263676,0.40441,3.509295
0.166506,0.315572,1.949624
0.400366,0.858274,-0.537944
0.977111,0.181201,2.064108
0.618753,0.957183,2.840798
0.312291,0.278706,2.616049
0.521355,0.717327,-0.985812
0.050416,0.392798,6.192276
0.585199,0.988388,0.411961
0.819242,0.17557,2.269454
0.409628,0.743648,0.750555
0.809216,0.288258,11.043667
0.330465,0.230411,3.596874
0.983444,0.669413,1.60373
0.595346,0.910506,2.711952
0.966796,0.643519,0.99482
0.136492,0.916136,-0.096934
0.58735,0.795727,0.801668
0.683589,0.059388,1.933622
0.904356,0.030396,0.993691
0.685863,0.734417,-1.170881
0.487343,0.373297,6.303914
0.967346,0.131106,1.822975
0.609857,0.42742,0.926008
0.765713,0.767178,-1.574427
0.485237,0.11342,64.166198
0.38851,0.128466,17.360263
0.326238,0.105852,12.275939
0.847425,0.31931,7.386765
0.468742,0.194797,9.854913
0.850523,0.420325,2.995292
0.216739,0.857465,0.348906
0.568154,0.041505,2.157363
0.262608,0.285496,3.181626
0.201129,0.054398,0.323742
0.044892,0.051835,-1.004964
0.95819,0.143725,1.50012
0.642145,0.626108,0.386642
0.829786,0.057588,0.692223
0.561776,0.18732,9.384838
0.233783,0.291676,3.86304
0.664546,0.917205,3.61307
0.379263,0.819715,0.391728
0.455848,0.411246,2.64
0.529747,0.741512,-0.021829
0.474235,0.737636,-1.529717
0.287709,0.239185,4.911029
0.998779,0.324834,1.483149
0.084306,0.546838,2.411535
0.883879,0.135836,0.480639
0.721767,0.607477,0.428599
0.75613,0.061189,0.758791
0.272251,0.520424,-0.237454
0.185763,0.306325,2.997335
0.411139,0.852171,-1.442975
0.058824,0.52575,3.047293
0.332509,0.386725,1.423338
0.672343,0.747875,-1.534963
0.280568,0.521492,-0.378744
0.001617,0.917144,0.558765
0.526162,0.963684,0.992035
0.056596,0.08571,-0.946705
0.785733,0.004242,-0.144366
0.121416,0.483665,4.790895
0.414496,0.357382,4.409339
0.778515,0.065339,0.839927
0.946563,0.020371,0.475657
0.250584,0.531106,-0.114423
0.403815,0.215854,8.080913
0.065827,0.823697,0.628239
0.996109,0.501259,0.906996
0.528542,0.021546,1.639594
0.233661,0.747616,0.795374
0.114336,0.70811,-0.7579
0.869261,0.423224,2.610708
0.779553,0.248829,8.38988
0.10753,0.464149,5.631274
0.316625,0.503548,-0.768514
0.662501,0.696788,-0.886168
0.084749,0.896468,1.328383
0.58114,0.900206,1.924632
0.385245,0.588128,-2.113153
0.879469,0.821759,-2.59557
0.822827,0.409689,3.275097
0.489845,0.817304,0.230495
0.159808,0.935103,-0.498302
0.877546,0.842603,-1.101231
0.654704,0.911513,3.634892
0.874434,0.492348,0.370911
0.17377,0.592203,0.819425
0.454688,0.523461,0.372034
0.677516,0.312673,0.998421
0.160433,0.658335,-0.330974
0.042115,0.100587,0.386304
0.177249,0.700771,-0.991355
0.454612,0.993378,-0.549108
0.362432,0.344427,2.829658
0.941329,0.745357,-0.548253
0.734585,0.248646,4.504076
0.654429,0.209277,7.999449
0.037675,0.602426,1.678692
0.233387,0.271305,5.417567
0.027619,0.723705,0.598226
0.295399,0.108415,5.844504
0.188159,0.881758,0.903733
0.130312,0.05211,0.437325
0.593423,0.426322,1.220894
0.896696,0.539727,1.187547
0.352514,0.542809,-1.545335
0.279652,0.379797,7.402039
0.971359,0.428412,0.796373
0.834272,0.450538,0.539252
0.535286,0.715892,-1.290148
0.876356,0.256519,2.617283
0.796139,0.788861,-1.986107
0.121355,0.535119,4.746475
0.067201,0.256428,2.542953
0.689631,0.821424,2.706846
0.629587,0.47364,0.206132
0.313283,0.649439,-0.757057
0.708888,0.416632,0.241186
0.972213,0.989609,-4.64702
0.81883,0.98613,0.809467
0.881331,0.846845,-0.664698
0.587213,0.790646,0.487081
0.022553,0.690486,0.81594
0.41976,0.82771,-0.962693
0.445121,0.035599,8.018076
0.611505,0.409216,0.890471
0.160204,0.078462,0.560939
0.972335,0.236408,3.926489
0.532372,0.908843,1.796702
0.226703,0.371344,6.522918
0.64921,0.857359,3.048585
0.965316,0.863279,-0.07103
0.838224,0.504143,0.528176
0.731624,0.834409,0.321819
0.565621,0.286412,19.159017
0.22739,0.781888,0.221447
0.846555,0.387732,4.30569
0.466423,0.559686,-1.300335
0.082383,0.374411,6.116172
0.754818,0.796551,-0.646891
0.530755,0.278599,15.925668
0.353857,0.610422,-1.950463
0.60621,0.769833,-0.594731
0.892576,0.715175,-3.559157
0.326558,0.758465,1.29613
0.512856,0.657664,0.634187
0.677317,0.156588,3.80836
0.53817,0.198856,7.552934
0.392599,0.332357,4.957824
0.658824,0.165759,4.172892
0.746273,0.058793,1.266102
0.171511,0.413657,1.52457
0.172488,0.464698,1.024168
0.655314,0.642893,0.244383
0.963622,0.712505,0.323021
0.530159,0.015412,0.967053
0.392615,0.324743,4.713034
0.601465,0.781613,0.076697
0.389288,0.641627,0.562958
0.416312,0.246799,7.016764
0.094285,0.162295,0.050545
0.060853,0.600244,1.943423
0.405188,0.113466,46.918472
0.93077,0.617639,0.741943
0.550896,0.44184,2.160883
0.933745,0.259785,4.303258
0.929412,0.413519,1.830199
0.969146,0.718761,0.56128
0.014832,0.215564,1.632373
0.395499,0.678859,0.988074
0.12256,0.089616,-0.214615
0.648112,0.346548,1.796728
0.253727,0.312291,4.350813
0.37174,0.787716,1.29402
0.684611,0.045502,1.419318
0.990677,0.668772,1.414114
0.795666,0.464775,1.216556
0.242588,0.659739,-1.820911
0.015763,0.399268,4.695314
0.165408,0.907424,-0.085975
0.900572,0.623682,0.385115
0.554253,0.448615,1.855545
0.947097,0.561501,3.419656
0.219394,0.013321,0.436225
0.376791,0.362356,1.955591
0.436469,0.805509,-0.497836
0.577127,0.040497,2.262911
0.561608,0.416327,2.075076
0.42945,0.594278,-1.759552
0.870481,0.657679,-1.149117
0.104204,0.622202,1.136087
0.064805,0.098863,-1.38603
0.899413,0.183719,2.540891
0.406836,0.60322,-0.602553
0.850462,0.350317,6.540301
0.5785,0.582101,-1.134412
0.08835,0.20856,2.5244
0.647181,0.933532,5.952496
0.117205,0.085451,-0.236062
0.313207,0.041886,4.257734
0.119707,0.654276,0.349012
0.86331,0.331258,6.92626
0.90164,0.275166,1.908652
0.410498,0.826169,-1.151635
0.12372,0.086183,-0.172945
0.461555,0.775418,-1.091582
0.403311,0.522438,-1.570115
0.344656,0.746731,2.068607
0.103883,0.037293,0.231384
0.263249,0.921691,-0.629903
0.523644,0.185672,7.505639
0.362112,0.175189,4.022896
0.052552,0.369268,5.564402
0.435737,0.211215,12.34575
0.367193,0.196796,2.525223
0.958816,0.058625,1.587178
0.70959,0.73286,-0.833538
0.813748,0.136217,1.430275
0.267781,0.997787,-0.839837
0.677256,0.340429,0.836481
0.292485,0.370779,5.021704
0.403586,0.490486,-1.026682
0.987854,0.942657,-1.205196
0.09749,0.733288,-0.484962
0.841886,0.543282,0.952292
0.826505,0.331136,8.970928
0.693156,0.20177,8.254867
0.011749,0.110185,1.985916
0.983642,0.246418,2.473956
0.635706,0.966827,3.821846
0.649256,0.854841,2.937776
0.6981,0.795102,0.399605
0.574151,0.308873,9.14141
0.795483,0.241566,7.03907
0.346487,0.74345,2.005763
0.066377,0.587198,2.0994
0.269871,0.022873,1.197982
0.265156,0.275532,3.353255
0.440467,0.206531,12.828613
0.737407,0.210559,4.577101
0.680232,0.792401,0.124271
0.624186,0.370214,1.503497
0.691142,0.288701,3.004162
0.22681,0.110796,2.677894
0.895171,0.479713,0.499445
0.935714,0.432181,1.90349
0.841901,0.180316,1.416367
0.659693,0.1953,7.700302
0.763272,0.579614,0.552041
0.387259,0.034852,2.516073
0.308827,0.792294,1.322441
0.217823,0.013428,0.43502
0.735409,0.202609,5.734817
0.279484,0.777234,-0.004772
0.189563,0.634821,-0.681106
0.072709,0.257221,2.621277
0.108736,0.343709,2.454397
0.766339,0.647196,-1.53353
0.120363,0.079469,-0.133497
0.998398,0.463615,0.93865
0.665446,0.589822,0.564115
0.914412,0.659663,-0.346025
0.716823,0.255573,3.374072
0.036393,0.08365,0.022605
0.454536,0.369879,2.805379
0.96379,0.88748,0.261925
0.229557,0.842863,1.042794
0.627375,0.011276,1.082699
0.249638,0.382315,5.427824
0.510124,0.620752,0.155778
0.207782,0.730297,0.026401
0.287297,0.065782,2.199486
0.15227,0.366735,2.008748
0.834623,0.776715,-3.007111
0.408225,0.066835,16.652497
0.108232,0.774487,-0.111705
0.665248,0.438331,1.047368
0.648615,0.386511,1.094997
0.608392,0.977783,0.854986
0.55964,0.017502,0.825616
0.901167,0.435355,2.782176
0.399405,0.676112,0.889917
0.582879,0.050721,2.578023
0.52932,0.642252,0.232762
0.684596,0.184314,7.164842
0.554833,0.723217,-0.756007
0.737881,0.759808,-0.687888
0.632654,0.421637,0.705641
0.083268,0.818616,0.046363
0.871427,0.713207,-3.980486
0.512718,0.892882,1.041191
0.571328,0.414496,2.052299
0.29453,0.883482,0.328847
0.719188,0.133669,2.357105
0.237491,0.658701,-1.684104
0.630503,0.893797,3.576343
0.551522,0.203723,9.769602
0.474479,0.260227,3.462112
0.279179,0.267216,3.314471
0.853376,0.361532,5.321492
0.891295,0.754162,-3.12327
0.344747,0.996521,-1.39108
0.036683,0.562539,2.999343
0.299641,0.225666,4.803096
0.197757,0.90277,-0.18572
0.403159,0.542245,-2.588701
0.303258,0.887373,-0.029729
0.364279,0.218662,3.790436
0.936431,0.906706,0.458615
0.140826,0.770672,0.021193
0.754116,0.138628,3.414482
0.838621,0.417182,2.579639
0.54789,0.053864,2.017318
0.495216,0.53576,0.525188
0.615793,0.046677,2.685919
0.006165,0.700374,1.387732
0.530312,0.29688,10.375639
0.213138,0.339239,6.32802
0.765652,0.863233,-0.139538
0.971695,0.990448,-4.699653
0.9346,0.969558,-2.20903
0.811841,0.731731,-6.015561
0.622156,0.397665,0.758442
0.441489,0.840604,-1.638254
0.020523,0.390845,5.160718
0.848569,0.828885,-1.815141
0.124437,0.812665,-0.156053
0.645304,0.498711,-0.404432
0.021256,0.429465,9.733233
0.691554,0.740536,-1.179517
0.895338,0.743236,-3.065327
0.41857,0.16553,16.33134
0.086778,0.723384,-0.063767
0.568444,0.252659,17.623635
0.102632,0.079133,-1.077569
0.288167,0.421454,0.631974
0.828595,0.808438,-2.776685
0.515236,0.902113,1.731574
0.783764,0.015671,-0.159794
0.650309,0.970108,3.978236
0.170214,0.645228,-0.063429
0.132601,0.786847,0.605112
0.518883,0.400458,5.472669
0.612818,0.64686,0.293222
0.285344,0.456123,0.106607
0.136492,0.836667,0.155726
0.82327,0.097566,0.816575
0.018173,0.070588,-0.298306
0.565484,0.660624,-1.050962
0.654246,0.086656,1.897805
0.457755,0.57052,-1.99481
0.5617,0.634409,-0.094859
0.067445,0.272526,3.393432
0.878172,0.929763,0.781259
0.950744,0.484199,0.741145
0.729854,0.025315,0.67581
0.761807,0.764614,-1.451447
0.039887,0.367788,6.101115
0.279759,0.778851,-0.039374
0.288319,0.164858,3.391126
0.633143,0.99028,0.959666
0.183322,0.74789,0.596428
0.32372,0.310307,3.543293
0.786709,0.439536,1.135611
0.655482,0.880735,2.951884
0.618204,0.280156,7.470815
0.196506,0.955749,-0.76678
0.998505,0.658427,0.901342
0.583246,0.173388,6.654138
0.831449,0.983536,0.14396
0.671748,0.65568,0.139997
0.76228,0.593744,0.475872
0.006851,0.771832,-0.72361
0.384619,0.309346,5.845558
0.326268,0.739483,1.492259
0.891768,0.608881,0.61822
0.92015,0.622232,0.593276
0.600488,0.940169,3.278817
0.73138,0.421653,0.841804
0.058793,0.772732,-0.230745
0.326146,0.282338,3.229317
